material_id,material_name,material_name_fr,material_category
6912,chalk on transparent paper,Craie sur papier transparent,works on paper
6913,charcoal and black gouache,Charbon de bois et gouache noir,works on paper
6914,charcoal on brownish paper,Charbon de bois sur papier brunâtre,works on paper
6915,charcoal on handmade paper,Charbon de bois sur papier fait à la main,works on paper
6916,charcoal on paper on board,Charbon de bois sur papier à bord,works on paper
6917,"charcoal, acrylic on paper","Charbon de bois, acrylique sur papier",works on paper
6918,"charcoal, pastel and chalk","Charbon de bois, pastel et craie",works on paper
6919,Chinese ink and watercolor,Encre chinoise et aquarelle,works on paper
6920,Chinese ink on Japan paper,Encre chinoise sur papier japonais,works on paper
6921,collage and colored crayon,Collage et crayon de couleur,works on paper
6922,color ink on Arches vellum,Encre couleur sur Arches vellum,works on paper
6923,color ink on printed paper,Encre couleur sur papier imprimé,works on paper
6924,Colour wax crayon on paper,Crayon de cire en couleur sur papier,works on paper
6925,conte crayon and China ink,Contes crayon et encre de Chine,works on paper
6926,conte crayon on paperboard,Crayon de conte sur carton,works on paper
6927,crayon and pastel on paper,Crayon et pastel sur papier,works on paper
6928,crayon and pencil on paper,Crayon et crayon sur papier,works on paper
6929,felt-tip pen on wove paper,Stylo feutre sur papier vélin,works on paper
6930,gouache and crayon drawing,Dessin de gouache et de crayon,works on paper
6931,gouache and ink on rhodoid,Gouache et encre sur rhodoïde,works on paper
6932,gouache and papier coll?s,Gouache et papier coll?s,works on paper
6933,gouache and pencil on card,Gouache et crayon sur carte,works on paper
6934,gouache in black and white,Gouache en noir et blanc,works on paper
6935,gouache on paper on canvas,Gouache sur papier sur toile,works on paper
6936,gouache on parchment paper,Gouache sur papier parchemin,works on paper
6937,gouache on white cardboard,Gouache sur carton blanc,works on paper
6938,"gouache, ink and India ink","Gouache, encre et encre de l'Inde",works on paper
6939,graphite on handmade paper,Graphite sur papier fait main,works on paper
6940,graphite on notebook paper,Graphite sur papier bloc-notes,works on paper
6941,graphite on thin cardboard,Graphite sur carton mince,works on paper
6942,India ink and black pencil,Encre de l'Inde et crayon noir,works on paper
6943,India ink on paper on card,Encre de l'Inde sur papier sur carte,works on paper
6944,India ink on tracing paper,Encre de l'Inde sur le papier de traçage,works on paper
6945,ink on paper laid on linen,Encre sur papier déposé en lin,works on paper
6946,ink over color photography,Encre sur la photographie de couleur,works on paper
6947,ink wash on brownish paper,Laver à l'encre sur du papier brun,works on paper
6948,mixed media on Amate paper,Médias mixtes sur papier d'Amate,works on paper
6949,mixed media on Japan paper,Médias mixtes sur papier Japon,works on paper
6950,mixed media on paper board,Médias mixtes sur carton,works on paper
6951,mixed media on thick paper,Presse mixte sur papier épais,works on paper
6952,oil and chalk on cardboard,Huile et craie sur carton,works on paper
6953,pastel and felt tipped pen,Pastel et feutre feutre,works on paper
6954,pastel and pencil on paper,Pastel et crayon sur papier,works on paper
6955,pastel on cream laid paper,Pastel sur papier crème,works on paper
6956,pastel on sketchbook paper,Pastel sur papier carnet de croquis,works on paper
6957,pen and black ink and wash,Stylo et encre noire et lavage,works on paper
6958,pen and black ink on paper,Encre noire sur papier,works on paper
6959,pen and blue biro on paper,Plume et bouleau bleu sur papier,works on paper
6960,pen and brown ink and wash,Stylo et encre brune et lavage,works on paper
6961,pen and brown ink on paper,Encre et encre marron sur papier,works on paper
6962,pen and India ink on paper,Encre de plume et d'Inde sur papier,works on paper
6963,pen and ink and red crayon,Stylo et encre et crayon rouge,works on paper
6964,pen and ink and watercolor,Plume et encre et aquarelle,works on paper
6965,pen and ink on artistboard,Crayon et encre sur artistboard,works on paper
6966,pen and ink on China paper,Encre sur papier chinois,works on paper
6967,pen and ink over grey wash,Stylo et encre sur le lave-gris,works on paper
6968,pen and ink with grey wash,Plume et encre avec lave-gris,works on paper
6969,pen and sepia wash drawing,Dessin de lavage de stylo et de sépia,works on paper
6970,pen on vellum on cardboard,Stylo sur vélin sur carton,works on paper
6971,"pen, ink, wash and gouache","Plume, encre, lavage et gouache",works on paper
6972,pencil & charcoal on paper,Crayon et fusain sur papier,works on paper
6973,pencil and crayon on paper,Crayon et crayon sur papier,works on paper
6974,pencil and pastel on paper,Crayon et pastel sur papier,works on paper
6975,pencil on a notebook sheet,Crayon sur une feuille de notes,works on paper
6976,pencil on cream laid paper,Crayon sur papier à crème,works on paper
6977,pencil on cream wove paper,Crayon sur papier vélin crème,works on paper
6978,pencil on light blue paper,Crayon sur papier bleu clair,works on paper
6979,pencil on sketchbook paper,Crayon sur papier de carnet de croquis,works on paper
6980,pencil over another sketch,Crayon sur une autre esquisse,works on paper
6981,"pencil, ink and watercolor","Crayon, encre et aquarelle",works on paper
6982,powdered graphite on paper,Graphite en poudre sur papier,works on paper
6983,torn posters laid to paper,Affiches déchirées sur papier,works on paper
6984,watercolor and black chalk,Aquarelle et craie noire,works on paper
6985,watercolor and mixed media,Aquarelle et milieu mixte,works on paper
6986,watercolor and pen and ink,Aquarelle et stylo et encre,works on paper
6987,watercolor on Korean paper,Aquarelle sur papier coréen,works on paper
6988,watercolor on primed paper,Aquarelle sur papier apprêté,works on paper
6989,"watercolor, ink and pencil","Aquarelle, encre et crayon",works on paper
6990,watercolour and bodycolour,Aquarelle et couleur du corps,works on paper
6991,watercolour on Japan paper,Aquarelle sur papier Japon,works on paper
6992,watercolour on paper board,Aquarelle sur carton,works on paper
6993,black chalk and brown ink,Craie noire et encre brune,works on paper
6994,black paper and grey wash,Papier noir et lave-gris,works on paper
6995,"black paper, ink and wash","Papier noir, encre et lavage",works on paper
6996,black pencil and ink wash,Lavage à l'encre et au crayon noir,works on paper
6997,black pencil and sanguine,Crayon noir et optimisme,works on paper
6998,"black, red and blue chalk","Craie noire, rouge et bleue",works on paper
6999,brush and ink and gouache,Brosse et encre et gouache,works on paper
7000,chalk on dark green paper,Craie sur papier vert foncé,works on paper
7001,charcoal and ink on paper,Charbon de bois et encre sur papier,works on paper
7002,charcoal and white crayon,Charbon de bois et crayon blanc,works on paper
7003,charcoal drawing on paper,Dessin de charbon de bois sur papier,works on paper
7004,charcoal on natural paper,Charbon de bois sur papier naturel,works on paper
7005,charcoal on tracing paper,Charbon de bois sur papier,works on paper
7006,collage and paper on wood,Collage et papier sur bois,works on paper
7007,collage on paper on paper,Collage sur papier sur papier,works on paper
7008,collage on thin cardboard,Collage sur carton mince,works on paper
7009,collage over Offset print,Collage sur impression offset,works on paper
7010,color pencil on chipboard,Crayon couleur sur puce,works on paper
7011,colored charcoal on paper,Charbon de bois coloré sur papier,works on paper
7012,colored pencil and pencil,Crayon et crayon de couleur,works on paper
7013,colour chalk on tan paper,Craie couleur sur papier bronzant,works on paper
7014,"coloured chalks, unframed","Craies colorées, non encadrées",works on paper
7015,coloured crayons on paper,Crayons de couleur sur papier,works on paper
7016,dispersion paint on paper,Peinture de dispersion sur papier,works on paper
7017,felt pen on catalog cover,Stylo feutre sur le carter du catalogue,works on paper
7018,felt-tip pen on wax linen,Stylo feutre sur le linge de cire,works on paper
7019,frottage and color crayon,Crayon de frottage et de couleur,works on paper
7020,frottage with color chalk,Frottage avec craie de couleur,works on paper
7021,gouache and ballpoint pen,Stylo gouache et bille,works on paper
7022,gouache on artist's board,Gouache sur le tableau de l'artiste,works on paper
7023,gouache on brownish paper,Gouache sur papier brunâtre,works on paper
7024,gouache on handmade paper,Gouache sur papier fait main,works on paper
7025,gouache on thin cardboard,Gouache sur carton mince,works on paper
7026,gouache on vellum on wood,Gouache sur vélin en bois,works on paper
7027,gouache on very thin card,Gouache sur une carte très mince,works on paper
7028,gouache with silver paint,Gouache avec peinture en argent,works on paper
7029,"gouache, charcoal and pen","Gouache, fusain et stylo",works on paper
7030,graphite and opaque white,Graphite et blanc opaque,works on paper
7031,graphite on tracing paper,Graphite sur papier de traçage,works on paper
7032,grey wash and pen and ink,Lavage et stylo gris et encre,works on paper
7033,industrial paint on paper,Peinture industrielle sur papier,works on paper
7034,ink & watercolor on paper,Encre et aquarelle sur papier,works on paper
7035,ink and charcoal on panel,Encre et charbon de bois sur panneau,works on paper
7036,ink and charcoal on paper,Encre et fusain sur papier,works on paper
7037,ink and felt pen on paper,Encre et stylo feutre sur papier,works on paper
7038,ink and felt-pen on paper,Encre et feutre sur papier,works on paper
7039,ink and ink wash on paper,Lavage à l'encre et à l'encre sur papier,works on paper
7040,ink and Rhoplex on vellum,Encre et Rhoplex sur vélin,works on paper
7041,ink on illustration board,Encre sur le tableau d'illustration,works on paper
7042,ink with gouache on paper,Encre avec gouache sur papier,works on paper
7043,"ink, color on silk scroll","Encre, couleur sur soie",works on paper
7044,mixed media on paperboard,Médias mixtes sur carton,works on paper
7045,mixed media on photograph,Médias mixtes sur photographie,works on paper
7046,offset print with collage,Impression offset avec collage,works on paper
7047,oil crayon on green paper,Crayon d'huile sur papier vert,works on paper
7048,oil pastel on chine paper,Pastel à huile sur papier chine,works on paper
7049,pastel and colored pencil,Pastel et crayon de couleur,works on paper
7050,pastel on beige cardboard,Pastel sur carton beige,works on paper
7051,pastel on blue-grey paper,Pastel sur papier gris bleu,works on paper
7052,pastel on gray-blue paper,Pastel sur papier bleu gris,works on paper
7053,pastel on paper laid down,Pastel sur papier fixé,works on paper
7054,pastel on paper on canvas,Pastel sur papier sur toile,works on paper
7055,pastel on stretched paper,Pastel sur papier étiré,works on paper
7056,"pastel, pencil and crayon","Pastel, crayon et crayon",works on paper
